order_id,product_category,product_id,order_date,delivery_date,amount,qty,valid_delivered_qty
61,4,58,2020-09-01,2020-09-03,203008.3942680458,1.0,1.0
62,4,58,2020-09-01,2020-09-03,203008.3942680458,1.0,1.0
63,4,48,2020-09-03,2020-09-03,820.6357180358755,1.0,1.0
64,4,48,2020-09-03,2020-09-03,820.6357180358755,1.0,1.0
65,4,48,2020-09-03,2020-09-03,820.6357180358755,1.0,1.0
66,4,48,2020-09-03,2020-09-03,820.6357180358755,1.0,1.0
67,4,40,2020-09-08,2020-12-01,19168.096439673405,1.0,1.0
68,4,41,2020-09-08,2020-12-01,93049.01184307478,4.0,4.0
69,4,0,2020-09-08,2020-09-17,991279.4067846158,30.0,30.0
70,4,61,2020-09-10,2020-09-16,826889.6802635621,15.0,15.0
71,4,45,2020-09-10,2020-09-14,929379.8998332964,15.0,15.0
72,4,46,2020-09-14,2020-09-21,4497269.395461446,20.0,20.0
73,2,83,2020-09-16,2020-09-26,497664.12980703963,6.0,6.0
74,2,86,2020-09-16,2020-09-26,233358.1512498054,4.0,4.0
75,2,94,2020-09-16,2020-09-26,240278.16232475842,4.0,4.0
76,2,125,2020-09-16,2020-09-26,166464.71085859265,4.0,4.0
77,2,102,2020-09-16,2020-09-26,55167.86606976454,1.0,1.0
78,2,80,2020-09-25,2020-10-04,1041298.4155300907,5.0,5.0
79,3,73,2020-09-25,2020-09-30,807209.3714173697,480.0,480.0
80,4,1,2020-09-25,2020-09-29,3975166.1767246015,20.0,20.0
81,4,46,2020-09-28,2020-10-06,4547320.312571456,20.0,20.0
82,4,58,2020-09-28,2020-09-29,2072547.9252449463,10.0,10.0
83,4,1,2020-09-30,2020-10-06,2671849.9795348854,28.0,28.0
84,4,50,2020-09-30,2020-10-06,187880.23930679398,2.0,2.0
85,4,43,2020-10-07,2020-10-13,1233763.433752368,10.0,10.0
86,4,45,2020-10-07,2020-10-13,320004.0689587373,5.0,5.0
87,4,47,2020-10-07,2020-10-13,1834830.201505437,5.0,5.0
88,4,46,2020-10-07,2020-10-13,1966307.6253964507,15.0,15.0
89,4,61,2020-10-07,2020-10-12,569429.2771164775,10.0,10.0
90,4,71,2020-10-07,2020-10-12,1565968.474022121,5.0,5.0
91,4,58,2020-10-07,2020-10-12,531467.3253087124,5.0,5.0
92,4,26,2020-10-07,2020-10-09,888748.4826328531,5.0,5.0
93,4,61,2020-10-07,2020-10-12,234352.79481198516,2.0,2.0
94,4,45,2020-10-07,2020-10-13,1075583.572959772,10.0,10.0
95,3,73,2020-10-12,2020-10-21,805644.6959662822,480.0,480.0
96,4,61,2020-10-14,2020-10-27,1121068.8131373734,20.0,20.0
97,4,45,2020-10-14,2020-10-16,315005.38890742674,5.0,5.0
98,4,45,2020-10-14,2020-10-16,529391.1149397304,5.0,5.0
99,4,58,2020-10-14,2020-10-26,523165.4461307743,5.0,5.0
100,4,1,2020-10-14,2020-10-27,4023381.4420924564,20.0,20.0
101,4,46,2020-10-14,2020-10-16,1935592.5700104635,15.0,15.0
102,3,73,2020-10-19,2020-10-22,815434.3765960815,480.0,480.0
103,4,61,2020-10-22,2020-10-27,563532.3940056013,10.0,10.0
104,4,0,2020-10-22,2020-10-26,338119.43640336074,10.0,10.0
105,4,1,2020-10-22,2020-10-27,2022450.1381988223,10.0,10.0
106,4,45,2020-10-22,2020-10-29,696718.3913814104,11.0,11.0
107,4,45,2020-10-22,2020-10-29,958000.56155037,9.0,9.0
108,4,50,2020-10-22,2020-10-28,2037627.9440107062,10.0,10.0
109,4,50,2020-10-22,2020-10-28,939220.6566760021,10.0,10.0
110,4,32,2020-10-23,2020-10-27,155100.15070878045,1.0,1.0
111,4,63,2020-10-26,2020-10-28,352436.32920378644,1.0,1.0
112,4,47,2020-10-29,2020-11-03,3619874.0065982766,10.0,10.0
113,4,71,2020-10-29,2020-11-03,1544722.9312047726,5.0,5.0
114,4,0,2020-10-29,2020-11-03,337022.2874801327,10.0,10.0
115,4,42,2020-10-29,2020-11-03,978697.7440739729,10.0,10.0
116,4,32,2020-11-06,2020-11-24,155100.15070878045,1.0,1.0
117,4,21,2020-11-10,2020-11-11,646660.9458122698,10.0,10.0
118,4,26,2020-11-10,2020-11-11,1777496.9652657062,10.0,10.0
119,4,0,2020-11-10,2020-11-16,1013638.2013675058,30.0,30.0
120,4,63,2020-11-16,2020-11-19,1067927.1931670255,3.0,3.0
121,3,73,2020-11-24,2020-11-30,594283.8177192328,360.0,360.0
122,4,32,2020-11-24,2020-11-26,174795.40794164146,1.0,1.0
123,4,45,2020-12-02,2020-12-04,631646.1057474993,10.0,10.0
124,4,46,2020-12-02,2020-12-04,2315396.302030669,10.0,10.0
125,4,61,2020-12-03,2020-12-08,231276.71372374677,2.0,2.0
126,4,58,2020-12-03,2020-12-08,211047.56903206353,1.0,1.0
127,4,45,2020-12-02,2020-12-04,631615.6681717647,10.0,10.0
128,4,46,2020-12-02,2020-12-04,1293682.2008620126,10.0,10.0
129,4,71,2020-12-07,2020-12-08,586406.2540810689,5.0,5.0
130,4,1,2020-12-07,2020-12-08,1993767.9309053645,10.0,10.0
131,4,43,2020-12-07,2020-12-08,2138045.483635556,10.0,10.0
132,4,50,2020-12-07,2020-12-08,1004365.2432151575,5.0,5.0
133,4,50,2020-12-08,2020-12-08,820.6357180358755,1.0,1.0
134,4,50,2020-12-08,2020-12-08,820.6357180358755,1.0,1.0
135,4,50,2020-12-08,2020-12-08,820.6357180358755,1.0,1.0
136,4,30,2020-12-11,2020-12-17,894164.6783718899,6.0,6.0
137,4,46,2020-12-14,2020-12-16,2251109.6037546042,10.0,10.0
138,4,46,2020-12-14,2020-12-16,1257823.8826726698,10.0,10.0
139,4,50,2020-12-14,2020-12-16,1975629.1553520907,10.0,10.0
140,4,1,2020-12-14,2020-12-22,3921826.3275353513,20.0,20.0
141,4,58,2020-12-14,2020-12-22,1019920.2088208563,10.0,10.0
142,3,73,2020-12-15,2020-12-17,762749.9970357978,480.0,480.0
143,2,80,2020-12-18,2020-12-27,210732.84628594085,1.0,1.0
144,2,93,2020-12-18,2020-12-27,124816.53312553735,2.0,2.0
145,2,102,2020-12-18,2020-12-27,286387.71053467836,5.0,5.0
146,2,124,2020-12-18,2020-12-27,43214.69280299341,1.0,1.0
147,4,45,2020-12-18,2020-12-21,926499.3983478748,15.0,15.0
148,4,46,2020-12-18,2020-12-21,1265110.8800824923,10.0,10.0
149,4,24,2020-12-28,2021-01-27,397187.6875293637,5.0,5.0
150,4,37,2020-12-28,2021-01-27,107995.66049352121,1.0,1.0
151,4,47,2021-01-11,2021-03-18,3601231.8728236426,10.0,10.0
152,4,0,2021-01-12,2021-01-13,335357.176576452,10.0,10.0
153,3,73,2021-01-19,2021-01-20,804211.5288761425,480.0,480.0
154,3,73,2021-01-22,2021-01-27,797643.9853018344,480.0,480.0
155,4,43,2021-02-01,2021-02-02,2186237.005812784,10.0,10.0
156,4,42,2021-02-01,2021-02-02,989776.6087138586,10.0,10.0
157,4,1,2021-02-09,2021-02-12,3949577.021919257,20.0,20.0
158,3,73,2021-02-15,2021-02-17,803823.4121643351,480.0,480.0
159,4,21,2021-02-16,2021-02-17,646660.9458122698,10.0,10.0
160,3,73,2021-02-18,2021-02-20,400982.72644564277,240.0,240.0
161,4,45,2021-03-09,2021-03-17,922812.6469870305,15.0,15.0
162,4,46,2021-03-09,2021-03-18,1260076.7167931476,10.0,10.0
163,4,50,2021-03-09,2021-03-18,2968751.429318412,15.0,15.0
164,3,73,2021-03-10,2021-03-12,807369.7334918294,480.0,480.0
165,2,83,2021-03-12,2021-03-21,173436.34880375423,2.0,2.0
166,4,26,2021-03-16,2021-03-18,2666245.4478985593,15.0,15.0
167,4,0,2021-03-16,2021-03-18,324226.15576058516,10.0,10.0
168,4,1,2021-03-16,2021-03-24,2909043.529792173,15.0,15.0
169,4,45,2021-03-25,2021-03-30,620974.9684002093,10.0,10.0
170,4,46,2021-03-25,2021-03-31,1271887.8018423952,10.0,10.0
171,4,48,2021-03-25,2021-03-30,364646.73217958584,10.0,10.0
172,4,0,2021-03-25,2021-03-31,521805.79044866224,10.0,10.0
173,4,61,2021-03-25,2021-04-01,570911.5503821798,10.0,10.0
174,4,58,2021-03-25,2021-03-31,1062028.0825225562,10.0,10.0
175,4,71,2021-03-25,2021-03-31,3038722.7681632154,10.0,10.0
176,3,73,2021-03-29,2021-04-01,411803.7900057943,240.0,240.0
177,4,50,2021-03-29,2021-03-30,1986382.5257816983,10.0,10.0
178,4,1,2021-03-29,2021-03-31,1971601.0844940671,10.0,10.0
179,4,58,2021-03-25,2021-04-01,212636.64423528357,1.0,1.0
180,4,58,2021-04-02,2021-04-06,211692.56028618355,1.0,1.0
181,3,73,2021-04-02,2021-04-05,824147.8993554772,480.0,480.0
182,4,46,2021-04-02,2021-04-02,1260344.5065093555,10.0,10.0
183,4,67,2021-04-02,2021-04-06,194659.82564789572,2.0,2.0
184,4,32,2021-04-05,2021-04-12,349590.8158832829,2.0,2.0
185,4,45,2021-03-25,2021-04-08,1239523.2318986754,20.0,20.0
186,4,46,2021-03-25,2021-04-08,4543663.740351746,20.0,20.0
187,4,47,2021-03-25,2021-04-08,1194733.5886847228,10.0,10.0
188,4,42,2021-03-25,2021-04-08,960771.6670901058,10.0,10.0
189,4,43,2021-03-25,2021-04-08,2122170.35059885,10.0,10.0
190,4,32,2021-04-05,2021-04-15,349590.8158832829,2.0,2.0
191,4,61,2021-04-05,2021-04-07,821006.2177307422,10.0,10.0
192,4,58,2021-04-05,2021-04-08,2132139.942883505,10.0,10.0
193,4,1,2021-04-05,2021-04-08,1993815.526037263,10.0,10.0
194,4,63,2021-04-05,2021-04-08,336976.6305453684,1.0,1.0
195,4,70,2021-04-05,2021-04-08,1592987.921188563,10.0,10.0
196,4,71,2021-04-05,2021-04-08,1516392.631792148,5.0,5.0
197,4,63,2021-04-05,2021-04-06,336976.6305453684,1.0,1.0
198,4,67,2021-04-07,2021-04-08,98676.02989432674,1.0,1.0
199,4,67,2021-04-09,2021-04-12,100248.48521041649,1.0,1.0
200,4,63,2021-04-12,2021-04-15,1035633.4220090301,3.0,3.0
201,4,22,2021-04-12,2021-04-15,52723.0875477924,1.0,1.0
202,4,45,2021-04-12,2021-04-15,1269812.7703330352,20.0,20.0
203,4,46,2021-04-12,2021-04-16,2600844.567649954,20.0,20.0
204,4,63,2021-04-19,2021-04-20,680487.308954414,2.0,2.0
205,4,58,2021-04-26,2021-04-28,2152987.3726644884,10.0,10.0
206,4,0,2021-04-26,2021-04-28,525878.3019148841,10.0,10.0
207,4,1,2021-04-26,2021-04-28,1998328.6383632934,10.0,10.0
208,4,43,2021-04-26,2021-04-28,1206415.3381309635,10.0,10.0
209,4,46,2021-04-26,2021-04-29,2563628.8814811027,20.0,20.0
210,4,50,2021-04-30,2021-05-04,2006271.3650882796,10.0,10.0
211,4,48,2021-04-30,2021-05-04,366207.8151964697,10.0,10.0
212,4,43,2021-04-30,2021-05-04,1202197.3731197238,10.0,10.0
213,4,1,2021-04-30,2021-05-04,1991341.9232485525,10.0,10.0
214,4,0,2021-04-30,2021-05-04,524039.68447730783,10.0,10.0
215,4,21,2021-05-11,2021-05-12,646660.9458122698,10.0,10.0
216,4,63,2021-05-11,2021-05-12,673309.3346606991,2.0,2.0
217,4,67,2021-05-11,2021-05-12,195872.50090032522,2.0,2.0
218,4,26,2021-05-11,2021-05-12,1777496.9652657062,10.0,10.0
219,4,43,2021-05-11,2021-05-17,1193592.0844009349,10.0,10.0
220,4,45,2021-05-11,2021-05-17,619169.4667486843,10.0,10.0
221,4,46,2021-05-11,2021-05-17,4539322.511752478,20.0,20.0
222,4,47,2021-05-11,2021-05-17,1775088.1123748966,5.0,5.0
223,4,61,2021-05-11,2021-05-12,820221.7900362067,10.0,10.0
224,4,58,2021-05-11,2021-05-12,2130102.796777053,10.0,10.0
225,4,71,2021-05-11,2021-05-12,1514943.7994319557,5.0,5.0
226,4,1,2021-05-11,2021-05-12,1977087.964147882,10.0,10.0
227,3,73,2021-05-12,2021-05-18,806203.209033092,480.0,480.0
228,1,36,2021-05-13,2021-05-23,847998.6955255159,1.0,1.0
229,4,45,2021-05-17,2021-05-19,619991.9730566012,10.0,10.0
230,4,47,2021-05-17,2021-05-19,3199403.0591582684,9.0,9.0
231,4,1,2021-05-17,2021-05-20,3959428.665742129,20.0,20.0
232,4,0,2021-05-17,2021-05-20,520979.7786311485,10.0,10.0
233,4,47,2021-05-17,2021-05-19,119517.76551876449,1.0,1.0
234,3,73,2021-05-18,2021-05-25,240872.7327630569,144.0,144.0
235,4,32,2021-05-24,2021-05-26,359438.4444997134,2.0,2.0
236,4,21,2021-05-24,2021-05-26,646660.9458122698,10.0,10.0
237,4,45,2021-05-24,2021-05-25,622203.5396389484,10.0,10.0
238,4,48,2021-05-24,2021-05-25,365368.16945202556,10.0,10.0
239,4,50,2021-05-24,2021-05-25,1601337.0893093655,8.0,8.0
240,4,50,2021-05-24,2021-05-25,1107176.271066744,12.0,12.0
241,4,1,2021-05-31,2021-06-04,3961558.0344966697,20.0,20.0
242,4,0,2021-05-31,2021-06-04,521259.9599795241,10.0,10.0
243,4,71,2021-05-31,2021-06-04,1517772.069144434,5.0,5.0
244,4,46,2021-05-31,2021-06-01,4547797.036272777,20.0,20.0
245,4,45,2021-05-31,2021-06-01,620325.4028635114,10.0,10.0
246,4,47,2021-05-31,2021-06-01,597910.2090568983,5.0,5.0
247,3,73,2021-06-01,2021-06-04,796851.444453354,480.0,480.0
248,3,73,2021-06-03,2021-06-10,399520.49401600455,240.0,240.0
249,4,32,2021-06-04,2021-06-22,718876.8889994269,4.0,4.0
250,4,22,2021-06-04,2021-06-17,114889.00052502257,2.0,2.0
251,4,32,2021-06-07,2021-06-22,359438.4444997134,2.0,2.0
252,4,45,2021-06-10,2021-06-14,1214893.6990247676,20.0,20.0
253,4,32,2021-06-11,2021-06-22,718876.8889994269,4.0,4.0
254,4,22,2021-06-15,2021-06-17,114889.00052502257,2.0,2.0
255,4,45,2021-06-15,2021-06-18,1208197.4323631725,20.0,20.0
256,4,46,2021-06-15,2021-06-18,2474643.350599031,20.0,20.0
257,4,1,2021-06-15,2021-06-17,964482.556925389,5.0,5.0
258,4,0,2021-06-15,2021-06-17,507624.6614549501,10.0,10.0
259,4,46,2021-06-15,2021-06-18,1237321.6752995155,10.0,10.0
260,4,1,2021-06-15,2021-06-17,1198786.0455865688,15.0,15.0
261,4,45,2021-06-22,2021-06-24,601101.9984979054,10.0,10.0
262,4,46,2021-06-22,2021-06-24,1231183.7649788172,10.0,10.0
263,4,58,2021-06-22,2021-06-23,2067946.0420944358,10.0,10.0
264,4,0,2021-06-22,2021-06-23,505106.5170541975,10.0,10.0
265,4,63,2021-06-22,2021-06-23,326831.02801976254,1.0,1.0
266,4,45,2021-06-23,2021-06-24,1204604.414900329,20.0,20.0
267,4,42,2021-06-23,2021-06-25,387027.8977763246,5.0,5.0
268,4,50,2021-06-23,2021-06-25,1937647.414225827,10.0,10.0
269,4,1,2021-06-23,2021-06-25,1595755.027558721,20.0,20.0
270,4,61,2021-06-23,2021-06-25,553744.1999310495,10.0,10.0
271,4,43,2021-06-29,2021-07-09,1149048.0802054123,10.0,10.0
272,4,45,2021-06-29,2021-07-09,596062.5044245872,10.0,10.0
273,4,47,2021-06-29,2021-07-09,3417686.1833723243,10.0,10.0
274,4,50,2021-06-29,2021-07-09,1917573.8626374456,10.0,10.0
275,4,0,2021-06-29,2021-07-21,951656.4692628512,19.0,19.0
276,4,1,2021-06-29,2021-07-01,1579223.3971738827,20.0,20.0
277,4,47,2021-06-29,2021-07-02,574770.0769489198,5.0,5.0
278,4,45,2021-06-29,2021-07-09,596317.7650029063,10.0,10.0
279,4,46,2021-06-29,2021-07-12,4371789.631439168,20.0,20.0
280,4,61,2021-07-01,2021-07-12,548242.227243585,10.0,10.0
281,4,58,2021-07-01,2021-07-12,1019857.8763516537,10.0,10.0
282,4,71,2021-07-01,2021-07-12,577719.9738361529,5.0,5.0
283,4,42,2021-07-05,2021-07-09,774118.9165050624,10.0,10.0
284,4,45,2021-07-05,2021-07-15,2024596.7180313878,20.0,20.0
285,4,46,2021-07-05,2021-07-16,2467485.2889784933,20.0,20.0
286,4,47,2021-07-05,2021-07-16,1161171.2290884915,10.0,10.0
287,4,43,2021-07-05,2021-07-15,1161171.2290884915,10.0,10.0
288,4,0,2021-07-05,2021-07-21,1012312.650353898,20.0,20.0
289,4,1,2021-07-05,2021-07-08,1595885.1545828143,20.0,20.0
290,4,32,2021-07-05,2021-07-06,359438.4444997134,2.0,2.0
291,4,46,2021-07-05,2021-07-15,2208011.7525436543,10.0,10.0
292,4,45,2021-07-05,2021-07-15,602351.3226291906,10.0,10.0
293,4,48,2021-07-05,2021-07-09,353420.5832712843,10.0,10.0
294,3,73,2021-07-09,2021-07-13,817493.3828485513,480.0,480.0
295,4,48,2021-07-12,2021-07-13,716072.8013699698,20.0,20.0
296,4,32,2021-07-15,2021-07-16,718876.8889994269,4.0,4.0
297,4,22,2021-07-15,2021-07-16,50201.733542270245,1.0,1.0
298,4,42,2021-07-16,2021-07-27,390423.5383079033,5.0,5.0
299,4,43,2021-07-16,2021-07-27,1171263.4071488967,10.0,10.0
300,4,45,2021-07-16,2021-08-02,2042193.2533803764,20.0,20.0
301,4,46,2021-07-16,2021-08-02,4454404.8345724195,20.0,20.0
302,4,47,2021-07-16,2021-07-30,3483762.631574799,10.0,10.0
303,4,48,2021-07-16,2021-07-28,713569.706509174,20.0,20.0
304,4,26,2021-07-16,2021-07-22,1777496.9652657062,10.0,10.0
305,4,21,2021-07-16,2021-07-22,646660.9458122698,10.0,10.0
306,4,61,2021-06-23,2021-07-21,558602.5480248585,10.0,10.0
307,4,58,2021-06-23,2021-07-21,1039130.4792728748,10.0,10.0
308,4,42,2021-07-16,2021-07-28,469531.63468215446,5.0,5.0
309,4,63,2021-07-19,2021-07-21,988088.1812565724,3.0,3.0
310,4,1,2021-07-20,2021-07-23,3870401.6135813626,20.0,20.0
311,4,1,2021-07-20,2021-07-27,3870401.6135813626,20.0,20.0
312,3,73,2021-07-23,2021-07-29,801178.3478510936,480.0,480.0
313,4,26,2021-07-26,2021-08-04,1777496.9652657062,10.0,10.0
314,4,67,2021-07-26,2021-07-27,95024.72978313651,1.0,1.0
315,4,46,2021-07-26,2021-08-13,6606561.305366039,30.0,30.0
316,4,45,2021-07-26,2021-08-24,3028883.8637086903,30.0,30.0
317,3,73,2021-07-27,2021-07-29,805565.0451400083,480.0,480.0
318,4,43,2021-07-27,2021-08-11,1280842.6176136723,11.0,11.0
319,4,45,2021-07-27,2021-08-18,1691276.9008347634,28.0,28.0
320,4,46,2021-07-27,2021-08-11,2474351.4739771322,20.0,20.0
321,4,47,2021-07-27,2021-09-06,3463355.4447087366,10.0,10.0
322,4,1,2021-07-27,2021-08-06,5786212.794928732,30.0,30.0
323,4,61,2021-07-27,2021-08-06,555330.3656786551,10.0,10.0
324,4,58,2021-07-27,2021-08-06,1033043.4601181981,10.0,10.0
325,4,71,2021-07-27,2021-08-06,1477895.3280157757,5.0,5.0
326,4,70,2021-07-27,2021-08-06,776273.0301345991,5.0,5.0
327,4,22,2021-07-30,2021-08-05,99795.34319204719,2.0,2.0
328,4,42,2021-07-30,2021-08-03,465751.99491608376,5.0,5.0
329,4,48,2021-07-30,2021-08-03,352847.82057188114,10.0,10.0
330,4,21,2021-07-30,2021-08-03,623728.0231890944,15.0,15.0
331,4,0,2021-07-30,2021-08-06,1009843.3342379244,20.0,20.0
332,4,46,2021-08-05,2021-08-13,2448680.500018127,20.0,20.0
333,4,0,2021-08-10,2021-08-23,1004907.0271623955,20.0,20.0
334,4,1,2021-08-10,2021-08-23,5727944.518605069,30.0,30.0
335,4,46,2021-08-12,2021-08-23,6589870.904291052,30.0,30.0
336,4,26,2021-07-27,2021-08-18,295890.0636445542,4.0,4.0
337,4,45,2021-08-19,2021-09-24,3003629.5338073894,30.0,30.0
338,4,47,2021-08-19,2021-09-06,5123869.79618702,15.0,15.0
339,4,46,2021-08-19,2021-09-03,2440456.94703998,20.0,20.0
340,4,0,2021-08-19,2021-08-27,150183.59690942967,3.0,3.0
341,4,1,2021-08-19,2021-08-27,5136256.115936644,27.0,27.0
342,3,73,2021-08-24,2021-08-30,805223.6763794831,480.0,480.0
343,4,46,2021-08-19,2021-09-07,2200632.678230648,10.0,10.0
344,4,1,2021-08-19,2021-08-27,238582.76690549514,3.0,3.0
345,4,0,2021-08-19,2021-09-17,857590.1156007848,17.0,17.0
346,4,63,2021-08-24,2021-08-27,3264157.8574244846,10.0,10.0
347,4,61,2021-08-26,2021-09-17,1656235.6052947773,30.0,30.0
348,4,58,2021-08-26,2021-09-17,3080982.899924354,30.0,30.0
349,4,67,2021-08-24,2021-08-27,474908.64128252445,5.0,5.0
350,4,71,2021-08-26,2021-09-17,2327050.2052061693,20.0,20.0
351,4,0,2021-08-26,2021-09-20,857807.5177258729,17.0,17.0
352,4,22,2021-08-31,2021-09-01,149693.0147880708,3.0,3.0
353,4,67,2021-09-06,2021-09-09,94687.1732700103,1.0,1.0
354,4,22,2021-09-07,2021-09-08,199590.68638409438,4.0,4.0
355,4,42,2021-09-09,2021-09-13,772666.2455720608,10.0,10.0
356,4,50,2021-09-09,2021-09-13,3868338.074320248,20.0,20.0
357,4,63,2021-09-09,2021-09-17,1307582.886251869,4.0,4.0
358,3,73,2021-09-10,2021-09-15,993788.0608458336,600.0,600.0
359,4,67,2021-09-15,2021-09-17,376347.6103818105,4.0,4.0
360,4,0,2021-08-26,2021-09-20,645811.1487941459,13.0,13.0
361,4,26,2021-09-21,2021-09-24,734349.1302082037,10.0,10.0
362,4,45,2021-09-21,2021-09-24,1782227.2825344743,30.0,30.0
363,4,63,2021-09-21,2021-09-27,1292042.8953736923,4.0,4.0
364,3,73,2021-09-22,2021-09-24,596906.3799635386,360.0,360.0
365,4,50,2021-09-29,2021-10-04,1507522.834107755,8.0,8.0
366,4,45,2021-09-29,2021-10-04,1757255.3269335527,30.0,30.0
367,4,46,2021-09-29,2021-10-04,4294327.1015031785,20.0,20.0
368,4,1,2021-09-29,2021-10-08,2244457.159723121,12.0,12.0
369,4,21,2021-09-29,2021-10-05,969991.4187184047,15.0,15.0
370,4,26,2021-09-29,2021-10-05,2666245.4478985593,15.0,15.0
371,4,61,2021-09-29,2021-10-08,775952.9429945904,10.0,10.0
372,4,58,2021-09-29,2021-10-07,1001787.2970380422,10.0,10.0
373,3,73,2021-10-06,2021-10-11,986172.4934334802,600.0,600.0
374,4,32,2021-10-18,2021-11-01,1078315.3334991403,6.0,6.0
375,4,58,2021-10-18,2021-10-21,2936236.068923759,30.0,30.0
376,4,46,2021-09-29,2021-10-21,1170569.7752467133,10.0,10.0
377,4,1,2021-10-25,2021-10-26,3644573.663385148,20.0,20.0
378,4,61,2021-11-01,2021-11-03,1046714.2112054429,20.0,10.0
379,4,0,2021-11-01,2021-11-03,455827.15649269294,15.0,15.0
380,4,45,2021-11-01,2021-11-03,1138500.9180357938,20.0,20.0
381,4,48,2021-11-01,2022-05-16,501409.87214196223,15.0,15.0
382,4,47,2021-11-04,2021-11-17,1104314.714317953,10.0,10.0
